 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
172.17.0.3 - - [03/Feb/2017 08:57:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:02:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:07:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:12:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:17:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:22:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:27:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:32:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:37:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:42:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:47:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:52:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 09:57:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:02:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:07:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:12:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:17:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:22:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:27:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:32:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:37:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:42:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:47:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:52:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 10:57:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:02:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:07:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:12:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:17:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:22:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:27:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:32:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:37:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:42:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:47:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:52:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 11:57:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:02:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:07:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:12:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:17:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:22:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:27:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:32:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:37:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:42:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:47:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:52:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 12:57:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:02:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:07:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:12:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:17:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:22:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:27:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:32:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:37:31] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:42:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:47:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:52:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 13:57:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:02:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:07:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:12:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:17:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:22:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:27:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:32:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:37:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:42:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:47:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:52:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 14:57:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:02:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:07:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:12:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:17:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:22:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:27:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:32:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:37:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:44:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:49:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:54:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 15:59:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:04:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:09:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:14:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:19:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:24:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:29:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:34:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:34:49] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:39:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:44:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:44:57] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:49:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:54:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 16:59:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:04:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:09:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:14:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:19:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:24:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:29:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:34:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:39:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:44:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:49:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:54:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 17:59:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:04:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:09:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:14:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:19:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:24:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:29:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:34:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:39:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:44:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:49:10] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:55:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:17] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:33] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:33] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:33] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 18:58:33] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 18:58:37] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:38] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:38] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:38] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:38] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:38] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:38] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 18:58:38] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:11] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:16] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:00:16] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:00:17] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:18] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:18] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:18] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:18] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:18] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:18] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:00:18] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:45] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:45] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:45] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:02:45] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:02:47] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:47] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:47] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:47] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:48] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:48] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:48] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:48] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:02:48] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:30] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:36] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:36] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:36] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:03:36] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:03:39] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:03:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:05:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:12] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:17] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:17] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:17] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:07:17] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:07:19] "POST /perf HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:07:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:07:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:10:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:13:46] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:13:59] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:13:59] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:13:59] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:13:59] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:14:02] "POST /perf HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:14:03] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:15:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:32] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:36] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:36] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:36] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:18:36] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:18:39] "POST /perf HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:18:40] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:20:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:25:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:29:43] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:29:43] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:29:56] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:29:56] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:29:56] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:29:56] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:30:00] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:01] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:30:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:25] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:25] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:25] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:32:25] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:32:27] "POST /perf HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:32:27] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:35:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:39:54] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:39:59] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:39:59] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:39:59] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:39:59] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:40:01] "POST /perf HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:02] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:40:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:08] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:13] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:13] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:13] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:43:13] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:43:14] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:15] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:15] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:15] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:15] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:15] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:43:15] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:42] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:47] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:47] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:47] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:44:47] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:44:49] "POST /perf HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:49] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:49] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:49] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:49] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:49] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:44:49] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:45:16] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:46:19] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:46:23] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:46:23] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:46:23] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:46:23] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:46:27] "POST /perf HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:46:28] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:46:28] "POST /event HTTP/1.1" 200 -
172.17.0.2 - - [03/Feb/2017 19:46:28] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:46:28] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:46:28] "POST /event HTTP/1.1" 200 -
172.17.0.3 - - [03/Feb/2017 19:46:28] "POST /event HTTP/1.1" 200 -
